Distance (m),Elevation (m)
1458.8705289963582,366.8506469726562
1466.9753652685602,365.6136779785156
1475.0802015407621,364.5778503417969
1483.185037812964,363.93505859375
1491.289874085166,363.4689331054688
1499.394710357368,363.1934204101562
1507.49954662957,363.2826232910156
1515.604382901772,363.3594970703125
1523.7092191739741,362.8927917480469
1531.814055446176,361.818115234375
1539.918891718378,360.5104370117188
1548.02372799058,359.4556884765625
1556.128564262782,358.6917114257812
1564.233400534984,358.0469055175781
1572.338236807186,357.6392822265625
1580.443073079388,357.5379638671875
1588.5479093515899,358.0467834472656
1596.652745623792,359.1145935058594
1604.757581895994,360.2428894042969
1612.862418168196,360.8658447265625
1620.967254440398,360.4493408203125
1629.0720907126,359.0440979003906
1637.1769269848019,357.517333984375
1645.2817632570038,356.4630432128906
1653.3865995292058,355.9778442382812
1661.4914358014078,355.7386779785156
1669.59627207361,355.2060852050781
1677.701108345812,354.5332336425781
1685.8059446180139,354.3991394042969
1693.9107808902158,354.4127502441406
1702.0156171624178,354.0532836914062
1710.1204534346198,352.8275146484375
1718.2252897068217,351.1143493652344
1726.3301259790237,349.8329162597656
1734.4349622512257,349.0475463867188
1742.5397985234279,348.6396179199219
1750.6446347956298,348.7688293457031
1758.7494710678318,348.8814086914062
1766.8543073400338,348.7546081542969
1774.9591436122357,348.1278991699219
1783.0639798844377,347.1502075195312
1791.1688161566397,346.2855834960938
1799.2736524288416,344.98046875
1807.3784887010436,343.0830383300781
1815.4833249732455,341.6406555175781
1823.5881612454477,340.9702758789062
1831.6929975176497,339.9850158691406
1839.7978337898517,338.3364562988281
1847.9026700620536,336.9997863769531
1856.0075063342556,335.9067993164062
1864.1123426064576,334.6417846679688
1872.2171788786595,332.6781311035156
1880.3220151508615,330.3840637207031
1888.4268514230635,328.434326171875
1896.5316876952656,327.6354370117188
1904.6365239674676,327.2392883300781
1912.7413602396696,326.9294128417969
1920.8461965118715,326.8843078613281
1928.9510327840735,326.9073486328125
1937.0558690562755,326.9049987792969
1945.1607053284774,326.664306640625
1953.2655416006794,325.1177368164062
1961.3703778728814,322.0684204101562
1969.4752141450836,319.3279113769531
1977.5800504172855,317.8742065429688
1985.6848866894875,317.2147521972656
1993.7897229616894,316.6191101074219
2001.8945592338914,316.11767578125
2009.9993955060934,316.0866088867188
2018.1042317782953,316.1523132324219
2026.2090680504973,315.9087524414062
2034.3139043226993,315.1395568847656
2042.4187405949015,313.9559020996094
2050.523576867103,312.8002319335938
2058.6284131393054,311.3963928222656
2066.733249411507,309.6403198242188
2074.8380856837093,307.8285522460938
2082.9429219559115,306.3346252441406
2091.0477582281133,305.1531372070312
2099.1525945003154,304.1756591796875
2107.257430772517,303.4663696289062
2115.3622670447194,302.7057495117188
2123.467103316921,301.8299865722656
2131.5719395891233,300.8772277832031
2139.676775861325,299.9950256347656
2147.7816121335272,299.1909484863281
2155.8864484057294,298.5594177246094
2163.991284677931,298.3462829589844
2172.0961209501334,298.0511779785156
2180.200957222335,297.2504577636719
2188.3057934945373,296.0243835449219
2196.410629766739,294.9585571289062
2204.515466038941,294.8246154785156
2212.620302311143,295.3853454589844
2220.725138583345,296.098388671875
2228.8299748555473,296.7808532714844
2236.934811127749,297.8226928710938
2245.0396473999513,299.3114013671875
2253.144483672153,300.9128723144531
2261.249319944355,302.293212890625
2269.354156216557,302.8050537109375
2277.458992488759,301.9867553710938
2285.563828760961,300.6065673828125
2293.668665033163,299.7235107421875
2301.7735013053652,299.5503234863281
2309.878337577567,301.3603210449219
2317.983173849769,304.5296936035156
2326.088010121971,307.3966369628906
2334.192846394173,309.6875
2342.297682666375,311.1168823242188
2350.402518938577,311.6212158203125
2358.5073552107788,312.01611328125
2366.612191482981,313.1821899414062
2374.717027755183,314.773193359375
2382.821864027385,315.8185729980469
2390.926700299587,315.6573181152344
2399.031536571789,314.8581237792969
2407.136372843991,313.9690551757812
2415.2412091161927,313.444091796875
2423.346045388395,312.2000427246094
2431.4508816605967,309.6661376953125
2439.555717932799,306.9593505859375
2447.660554205001,305.2092895507812
2455.765390477203,304.7096252441406
2463.870226749405,304.8792419433594
2471.9750630216067,304.4770202636719
2480.079899293809,304.4236450195312
2488.1847355660107,306.2410278320312
2496.289571838213,309.0307006835938
2504.3944081104146,311.020263671875
2512.499244382617,311.4795227050781
2520.604080654819,311.5882873535156
2528.7089169270207,311.6390075683594
2536.813753199223,311.2129516601562
2544.9185894714246,309.9717102050781
2553.023425743627,307.7359008789062
2561.1282620158286,304.6436462402344
2569.2330982880308,301.0610656738281
2577.3379345602325,297.6519775390625
2585.4427708324347,294.562744140625
2593.547607104637,291.431640625
2601.6524433768386,288.0099792480469
2609.757279649041,284.8019104003906
2617.8621159212425,282.3661499023438
2625.9669521934447,280.7704772949219
2634.0717884656465,279.4820251464844
2642.1766247378487,278.3121948242188
2650.2814610100504,277.3021850585938
2658.3862972822526,276.3691101074219
2666.4911335544543,275.7896728515625
2674.5959698266565,275.756103515625
2682.7008060988587,276.01025390625
2690.8056423710605,276.1795349121094
2698.9104786432626,276.1112670898438
2707.0153149154644,275.8294677734375
2715.1201511876666,275.3440856933594
2723.2249874598683,274.7025756835938
2731.3298237320705,273.7953491210938
2739.4346600042722,272.2899475097656
2747.5394962764744,270.0984802246094
2755.6443325486766,267.2945556640625
2763.7491688208784,264.1308898925781
2771.8540050930806,260.6527099609375
2779.9588413652823,257.9877014160156
2788.0636776374845,256.6941528320312
2796.168513909686,256.7502136230469
2804.2733501818884,257.5646667480469
2812.37818645409,258.6834716796875
2820.4830227262923,259.7980346679688
2828.5878589984945,260.7604064941406
2836.6926952706963,261.71484375
2844.7975315428985,263.0269165039062
2852.9023678151,264.9796447753906
2861.0072040873024,266.4555053710938
2869.112040359504,266.2084655761719
2877.2168766317063,264.0309753417969
2885.321712903908,260.7667541503906
2893.4265491761103,257.6594543457031
2901.5313854483124,255.7582397460938
2909.636221720514,255.4990386962891
2917.7410579927164,256.0978393554688
2925.845894264918,256.2027282714844
2933.9507305371203,255.8199157714844
2942.055566809322,255.5504913330078
2950.1604030815242,255.7426300048828
2958.265239353726,256.3442993164062
2966.370075625928,257.0865478515625
2974.4749118981304,257.9495849609375
2982.579748170332,259.2252807617188
2990.6845844425343,261.2677307128906
2998.789420714736,264.185302734375
3006.894256986938,267.0879516601562
3014.99909325914,269.3534240722656
3023.103929531342,270.5653076171875
3031.208765803544,270.4686279296875
3039.313602075746,269.6751403808594
3047.4184383479483,268.9263305664062
3055.52327462015,268.1637268066406
3063.628110892352,267.3327941894531
3071.732947164554,266.65478515625
3079.837783436756,266.0514526367188
3087.942619708958,265.5057373046875
3096.04745598116,265.2224426269531
3104.152292253362,264.9590148925781
3112.257128525564,264.2135925292969
3120.361964797766,262.8426513671875
3128.466801069968,261.0654602050781
3136.57163734217,258.7386474609375
3144.676473614372,255.8355102539062
3152.781309886574,252.5753631591797
3160.886146158776,249.2780914306641
3168.990982430978,246.2994842529297
3177.0958187031797,243.9757080078125
3185.200654975382,241.9868316650391
3193.305491247584,240.0946502685547
3201.410327519786,238.4845428466797
3209.515163791988,237.2277374267578
3217.6200000641898,236.6302947998047
3225.724836336392,236.8351135253906
3233.8296726085937,237.6290893554688
3241.934508880796,238.7810211181641
3250.0393451529976,240.1441497802734
3258.1441814252,241.8255767822266
3266.249017697402,244.1598052978516
3274.3538539696037,246.6907348632812
3282.458690241806,248.7072143554688
3290.5635265140077,250.3961639404297
3298.66836278621,251.3361968994141
3306.7731990584116,251.0129699707031
3314.878035330614,249.5023193359375
3322.9828716028155,247.163330078125
3331.0877078750177,244.3997802734375
3339.19254414722,241.7293090820312
3347.2973804194216,239.5837554931641
3355.402216691624,238.2902679443359
3363.5070529638256,237.8946075439453
3371.6118892360278,238.1360321044922
3379.7167255082295,238.6282501220703
3387.8215617804317,238.8070526123047
3395.9263980526334,239.3684997558594
3404.0312343248356,240.5577392578125
3412.136070597038,242.0404510498047
3420.2409068692396,243.8959808349609
3428.3457431414417,246.0160522460938
3436.4505794136435,248.0602416992188
3444.5554156858457,250.0455932617188
3452.6602519580474,251.8502655029297
3460.7650882302496,253.3688049316406
3468.8699245024513,254.6966247558594
3476.9747607746535,255.5864868164062
3485.0795970468557,255.9669342041016
3493.1844333190575,256.1436767578125
3501.2892695912597,255.5406188964844
3509.3941058634614,253.6110534667969
3517.4989421356636,250.6930847167969
3525.6037784078653,247.9592437744141
3533.7086146800675,246.3711242675781
3541.8134509522692,245.3294219970703
3549.9182872244714,243.5689239501953
3558.0231234966736,241.1707000732422
3566.1279597688754,239.3341522216797
3574.2327960410776,238.6167907714844
3582.3376323132793,239.3908386230469
3590.4424685854815,240.97314453125
3598.5473048576832,242.5016479492188
3606.6521411298854,243.9414215087891
3614.756977402087,245.53466796875
3622.8618136742894,247.3276977539062
3630.966649946491,249.2999572753906
3639.0714862186933,251.4757995605469
3647.1763224908955,253.6053161621094
3655.281158763097,255.4095916748047
3663.3859950352994,256.68603515625
3671.490831307501,257.1583251953125
3679.5956675797033,256.60595703125
3687.700503851905,254.9873809814453
3695.8053401241073,252.5621185302734
3703.910176396309,249.8569030761719
3712.015012668511,247.0375061035156
3720.1198489407134,243.8405303955078
3728.224685212915,240.6299591064453
3736.3295214851173,238.6483459472656
3744.434357757319,236.2719268798828
3752.5391940295212,233.9940795898438
3760.644030301723,232.3055267333984
3768.748866573925,230.4312591552734
3776.853702846127,228.0821075439453
3784.958539118329,225.6566009521484
3793.0633753905313,222.3231658935547
3801.168211662733,218.0729675292969
3809.273047934935,214.2348480224609
3817.377884207137,210.8896484375
3825.482720479339,207.7728881835938
3833.587556751541,205.4957885742188
3841.692393023743,202.9755706787109
3849.797229295945,200.8731842041016
3857.902065568147,199.6963348388672
3866.006901840349,198.8337707519531
3874.111738112551,197.5064849853516
3882.216574384753,195.5182342529297
3890.321410656955,193.2221069335938
3898.426246929157,191.0447692871094
3906.531083201359,189.0763702392578
3914.635919473561,187.5519409179688
3922.7407557457627,186.5211944580078
3930.845592017965,185.5356597900391
3938.950428290167,184.2361907958984
3947.055264562369,182.6642761230469
3955.160100834571,180.9966583251953
3963.264937106773,179.3181762695312
3971.369773378975,177.7805633544922
3979.4746096511767,176.41064453125
3987.579445923379,175.0927429199219
3995.6842821955806,173.9843139648438
4003.789118467783,173.1452484130859
4011.893954739985,172.464111328125
4019.9987910121868,171.8665313720703
4028.103627284389,171.0661010742188
4036.2084635565907,170.0397033691406
4044.313299828793,168.9291229248047
4052.4181361009946,167.8935546875
4060.522972373197,166.8825378417969
4068.6278086453985,165.8902435302734
4076.7326449176007,164.9230346679688
4084.837481189803,163.9132690429688
4092.9423174620047,162.9132843017578
4101.047153734206,162.1769256591797
4109.151990006409,161.2038421630859
4117.256826278611,160.2199401855469
4125.361662550813,159.4550170898438
4133.466498823014,158.7493133544922
4141.571335095216,157.9271087646484
